Caseificio Sociale Ponte di Barbarano\V. Sant'Antonio, 2, 36048 Barbarano Mossano VI\http://www.caseificiobarbarano.it/\0444 795306\segnalazioni.presidente@caseificiobarbarano.it info@caseificiobarbarano.it caseificiobarbarano@legalmail.it segnalazioni.odv@caseificiobarbarano.it\VI\
Caseificio del Colle\Via Santa Maria Annunziata, 6, 36050 Sovizzo VI\https://www.caseificiodelcolle.it/\349 845 0740\info@caseificiodelcolle.it\VI\
Spaccio Latterie Vicentine - Vicenza\Borgo Scroffa, 32, 36100 Vicenza VI\https://spacci.latterievicentine.it/\328 032 8956\\VI\
La Vera Mozzarella Di Bufala Di Monfreda Maria\Via Vittorio Alfieri, 65, 36100 Vicenza VI\http://www.laveramozzarelladibufala.it/dove.shtm\0444 925910\info@laveramozzarelladibufala.it\VI\
Caseificio Pennar\Via Pennar, 313, 36012 Pennar VI\http://www.caseificiopennar.it/\0424 462374\\VI\
Spaccio del Caseificio San Vito Povolaro\Via Eleonora Duse, 5, 36030 Dueville VI\https://www.caseificiosanvitopovolaro.it/\0444 590488\\VI\
Latteria Sociale Bolzano Vicentino s.c.a.\Via Strasilia, 2B, 36050 Bolzano Vicentino VI\http://www.latteriasocialebolzanovicentino.it/\0444 350097\\VI\
Spaccio Cooperativo del Caseificio Pennar\Via Ceresara, 18, 36012 Asiago VI\http://www.caseificiopennar.it/\0424 462374\\VI\
Azienda agricola Desy\Strada Lobia, 200, 36100 Maddalene VI\http://www.aziendaagricoladesy.it/\347 924 7753\\VI\
Caseificio Basso Srl\Via Veneto, 64, 36064 Colceresa VI\https://caseificiobasso.it/\0424 411545\info@caseificiobasso.it\VI\
Brazzale S.p.A. Zan\Via Monte Pasubio, 2, 36010 Zan VI\http://www.brazzale.com/\0445 313900\info@brazzale.com\VI\
Caseificio Sociale Casona Di Pozzoleone Soc.Coop. A R.L.\Via Casona, 11, 36050 Pozzoleone VI\http://caseificiocasona.altervista.org/?doing_wp_cron=1728393841.2621929645538330078125\0444 462391\caseificiocasona@virgilio.it\VI\
Caseificio Sociale Ponte di Barbarano Spaccio di Lonigo\Via Garibaldi, 50, 36045 Lonigo VI\https://www.caseificiobarbarano.it/\0444 437043\segnalazioni.presidente@caseificiobarbarano.it info@caseificiobarbarano.it caseificiobarbarano@legalmail.it segnalazioni.odv@caseificiobarbarano.it\VI\
La Via Lattea Di Comberlato Antonio\Via Monte Grappa, 7, 36030 Caldogno VI\\0444 585134\\VI\
Latteria Sociale Villa\Via Villa, 39, 36070 Castelgomberto VI\http://www.latteriavilla.it/\0445 940380\\VI\
Caseificio Cooperativa Di Altissimo\Via Gassa, 12, 36070 Altissimo VI\http://www.caseificioaltissimo.it/\0444 487114\info@caseificioaltissimo.it\VI\
Caseificio Dal Pozzolo Srl\Via Zanella, 27 29, 36040 Grisignano di Zocco VI\https://www.granapadano.it/it-it/il-consorzio-di-tutela/i-protagonisti-i-consorziati/caseificio-dal-pozzolo-srl/\0444 610143\caseificiodalpozzolo@virgilio.it goitese@latteriagoitese.it\VI\
Soster Iberica 2000 S.L\Via Canestrello, 21, 36050 Monteviale VI\http://www.sosterformaggi.it/\0444 552899\info@sosterformaggi.it\VI\
