Puro Latte\Sotto Il Salone, 35, 35122 Padova PD\http://www.purolatte.it/\049 981 4312\\PD\
Caseificio Turato Silvano\Via Molini, 51, 35010 Villafranca Padovana PD\https://caseificioturatosilvano.com/\049 907 6246\\PD\
Caseificio Nobili\Via E. Fermi, 13, 35030 Rubano PD\http://www.formagginobili.it/\049 630504\commerciale@formagginobili.it info@formagginobili.it produzione@formagginobili.it amministrazione@formagginobili.it\PD\
CASEIFICIO TRAVERSO\Via V. Gioberti, 37, 35030 Bosco PD\http://www.caseificiotraverso.it/\335 148 8507\info@caseificiotraverso.it\PD\
Caseificio Callegaro - societ agricola Rino\Via Bosco, 16, 35010 Vigonza PD\\375 702 4013\\PD\
Caseificio Artigianale\Via G. Matteotti, 8, 35010 Cadoneghe PD\\049 202 4318\\PD\
La Contadina\Corso Milano, 104, 35139 Padova PD\https://www.contadina.it/\049 871 8162\info@lacontadina.it 20info@lacontadina.it\PD\
Nuova Cisa Formaggi\Via Roma, 292, 35010 San Giorgio delle Pertiche PD\http://www.nuovacisaformaggi.it/\049 574 2194\\PD\
Caseificio Focchesato Gianpietro S.r.l.\Via Ca' Zen, 1, 35010 Villafranca Padovana PD\\049 907 0054\\PD\
Mozzar Caseificio\Via Roma, 230, 35020 Albignasego PD\\049 221 2452\\PD\
Azienda Agricola Ai Pr\Via Pratiarcati, 9, 35020 Maser di Padova PD\http://www.caseificioaiprapadova.it/\339 327 8420\\PD\
Caseificio Franceschi produzione e vendita formaggi con spaccio aziendale\Via Roma, 60, 35010 Borgoricco PD\http://www.caseificiofranceschi.com/\049 579 8049\casfranceschi@gmail.com\PD\
Brazzale S.p.A. - sede di Bevadoro\Via Torrerossa, 30, 35010 Bevadoro PD\https://www.brazzale.com/\049 906 5033\info@brazzale.com\PD\
Caseificio Traverso\Via Euganea, 17, 35030 Selvazzano Dentro PD\https://caseificiotraverso.it/\338 163 2656\info@caseificiotraverso.it\PD\
Caseificio Russo - Produzione Di Mozzarella E Latticini\Via Molino Baglioni, 8, 35010 Massanzago-ca' Baglioni PD\\049 579 7107\\PD\
Caseificio Sociale Ponte di Barbarano\V. Sant'Antonio, 2, 36048 Barbarano Mossano VI\http://www.caseificiobarbarano.it/\0444 795306\segnalazioni.presidente@caseificiobarbarano.it segnalazioni.odv@caseificiobarbarano.it info@caseificiobarbarano.it caseificiobarbarano@legalmail.it\VI\
Caseificio 2000 di Pasquesi Elia\di, Via Valgrande, 35040 Carmignano PD\\0429 693041\\PD\
Azienda Agricola Magnasame\Via S. Polo Basso, 45, 35020 Sant'Angelo di Piove di Sacco PD\http://www.aziendaagricolamagnasame.it/\347 837 9983\info@aziendaagricolamagnasame.it\PD\
Mozzar prodotti di Puglia\Via dei Colli, 35143 Padova PD\\\\PD\
Societ Agricola del Santo\Via del Santo, 22, 35017 Loreggia PD\\049 935 5309\\PD\
Salumeria al Desco Prodotti Tipici Veneti\Sotto Il Salone, 13, 35122 Padova PD\http://www.salumeriaaldescocollesei.it/\049 654960\\PD\Sponsorizzato
Caseificio Basso Srl\Via Veneto, 64, 36064 Colceresa VI\https://caseificiobasso.it/\0424 411545\info@caseificiobasso.it\VI\
Caseificio Sartoreo\Via Valli Pontecasale, 4, 35020 Candiana PD\\348 380 9251\\PD\
Societ Agricola La Fontana S.S. di Marcolongo G.e C.\Via Sant'Anna, 1, 35010 Villa del Conte PD\https://www.societaagricolalafontana.it/\049 574 4247\\PD\
Azienda agricola Basso\Via Ca' Solaro, 6e, 30173 Favaro Veneto, Venezia VE\http://aziendaagricolabasso.it/\041 501 0033\\VE\
Societ Agricola Callegaro\La Caneva Cicchetteria Callegaro, Via Garelli, 28 - Punto Vendita, Via Garelli, 28, 35011 Campodarsego PD\http://societaagricolacallegaro.com/\389 525 4085\societaagricolacallegaro@gmail.com\PD\
MOZZARELLE DI LATTE DI BUFALA Scacco\Via Porto, 47, 35028 Piove di Sacco PD\https://www.caseificioscacco.com/\049 977 5788\\PD\
Caseificio Morandi\Via Ponte, 145, 35022 Borgoforte PD\http://caseificiomorandi.it/\349 342 4124\\PD\
Latteria Sociale Coop. Centro\Via Roma, 16, 35010 Gazzo PD\https://www.facebook.com/latteriasocialecooperativacentrogazzo/\049 942 5730\\PD\
Caseificio Dal Pozzolo Srl\Via Zanella, 27 29, 36040 Grisignano di Zocco VI\https://www.granapadano.it/it-it/il-consorzio-di-tutela/i-protagonisti-i-consorziati/caseificio-dal-pozzolo-srl/\0444 610143\goitese@latteriagoitese.it caseificiodalpozzolo@virgilio.it\VI\
Caseificio Gioachin Ennio Srl\Via Pozzale, 3, 35020 Arre PD\https://www.caseificiogioachin.it/\049 531 0288\info@caseificiogioachin.it\PD\
Fattoria Crivellaro\Via Arzarello Basso, 5, 35046 Cavazocche PD\\0429 89465\\PD\
Caseificio San Rocco - Punto Vendita di Tezze sul Brenta\Via Tre Case, 235, 36056 Tezze sul Brenta VI\http://www.caseificiosanrocco.it/\0424 89056 ext. 2\info@caseificiosanrocco.it francesco.a@ocalab.team pec@pec.caseificiosanrocco.it\VI\
Latteria Sociale Villanova S.R.L.\Piazza Mercato, 37, 35010 Villanova PD\http://www.itipicipadovani.it/latteria-sociale-villanova.html\049 922 0008\\PD\
Formaggi Stevanato\Via Manetti, 74, 35010 Trebaseleghe PD\http://www.formaggistevanato.it/\\\PD\
Latteria Di Soligo Societa' Agricola Cooperativa\Via Nuova Zelanda, 8, 35127 Padova PD\\0438 985100\\PD\
Caseificio Mucca Verde\Via del Lavoro Nord, 371, 35040 Urbana PD\\0429 878366\\PD\
Lattebusche Bar Bianco di Ponte Tezze - Lattebusche SCA\Via Dante Alighieri, 5, 35030 Carbonara PD\https://www.lattebusche.com/bar-bianco-di-ponte-tezze/\049 991 0006\\PD\
Distributore del latte\Via Carpane, 10A, 35010 Vigonza PD\\\\PD\
Cavinato Vittorino\Via Cavinati, 2, 35010 Cavinati PD\\049 574 1112\\PD\
