Gastronomia Veneta Sas\Vicolo Dei Lilla', 18, 35018 San Martino di Lupari PD\\346 805 7506\\PD\
Gastronomia M.G. S.R.L.\Via S. Giorgio, 11, 31033 Castelfranco Veneto TV\\0423 491878\\TV\
Nonna Giuliana\Borgo Vicenza, 39A, 31033 Castelfranco Veneto TV\\0423 374289\\TV\
Gastronomia Buon Gusto\Via Don Giovanni Barella, 72, 36050 Zermeghedo VI\https://www.gastronomiabuongusto.it/\340 074 2351\gatronomiabuongusto@gmail.com\VI\
Gastronomia a Tavola con Alessandro\Contr, Ponte S. Paolo, 18, 36100 Vicenza VI\\0444 542394\\VI\
Gastronomia Stabile a 180\Viale Italia, 15, 31015 Conegliano TV\\339 436 9480\\TV\
Gastronomia Giuliana Di Girotto Marco\V. dei Carpani, 2, 31033 Castelfranco Veneto TV\\0423 491934\\TV\
Gastronomia Bottega Moderna\Via Pietro Damini, 19D, 31033 Castelfranco Veneto TV\https://www.facebook.com/Bottega-Moderna-Castelfranco-Veneto-104622918738996/\351 636 3604\\TV\
Gastronomia San Prosdocimo\Via S. Prosdocimo, 72, 35139 Padova PD\\049 871 8780\\PD\
La Gastronomia Di Zamperetti E Manni S.N.C.\Via G. Marconi, 39, 36073 Cornedo Vicentino VI\http://www.lagastronomia.net/\0445 952324\\VI\
Gastronomia Marcolin\Sotto Il Salone, 49, 35122 Padova PD\http://www.gastronomiamarcolin.it/\049 875 0654\info@gastronomiamarcolin.it\PD\
L'Azzurra Gastronomia di Carraro Natalino\Via Fabrici Girolamo d'Acquapendente, 57, 35126 Padova PD\\049 880 1477\\PD\
Guglielmi Gastronomia di Qualita\Largo Felice Cavallotti, 4, 31029 Vittorio Veneto TV\\0438 556667\\TV\
Biancoperla Gastronomia\Via Roma, 81, 31021 Mogliano Veneto TV\https://www.facebook.com/BiancoperlaGastronomia\348 565 2724\\TV\
Gastronomia Pigozzo\Viale Pasubio, 10, 36030 Caldogno VI\\0444 905508\\VI\
Polleria Gastronomia La Cucina Veneta\Via XXIV Maggio, 62, 37057 San Giovanni Lupatoto VR\http://www.gastropollerialcv.it/\045 875 3324\\VR\
La Cascina Gastronomia e Bacaro\Piazzetta degli Storti, 4, 30031 Dolo VE\http://lacascinagastronomia.it/\388 985 7935\info@lacascinagastronomia.it leaflet@1.4.0\VE\
Gastronomia La Paesana\Viale Trieste, 206, 36100 Vicenza VI\http://www.gastronomialapaesana.com/\0444 304030\gastronomialapaesana@hotmail.it\VI\
Gastronomia I Vecchi Sapori\Via S. Giuseppe, 54, 35030 Selvazzano Dentro PD\\049 805 6066\\PD\
Gastronomia Cotto E Gustato\Via Moniego Centro, 72d, 30033 Moniego VE\\366 645 5876\\VE\
Boutique della Gastronomia\Via Roma, 90, 35020 Albignasego PD\\049 712891\\PD\
La Gastronomia da Mirco\Via Cave, 42, 35136 Padova PD\https://www.facebook.com/lagastronomiadamirco\049 868 6653\\PD\
Gastronomia Le Tradizioni\Via San Tommaso, 45, 35020 Albignasego PD\\348 981 8555\\PD\
La Bottega Dei Sapori Di Dal Cortivo Giuliano\Via Roma, 3, 37030 Montecchia di Crosara VR\\045 745 0047\\VR\
La Gastronomia di Rossettini Paolo\Via Vicenza, 32, 36071 Arzignano VI\\0444 451861\\VI\
Gastronomia Artigiana\Via Monte Piana, 53, 31059 Zero Branco TV\\0422 978047\\TV\
Alimentari Da Guido\Viale Camillo Cavour, 86, 31029 Vittorio Veneto TV\\0438 57009\\TV\
Il Ceppo Gastronomia e Bistrot\Corso Andrea Palladio, 196, 36100 Vicenza VI\https://ilceppovicenza.it/\0444 544414\boscolo1971@legalmail.it contatti@ilceppovicenza.it\VI\
Gastronomia dai fradei\Via Basse, 54, 35010 Campo San Martino PD\\049 559 0250\\PD\
Gastronomia Antichi Sapori\Via XXV Aprile, 76, 30030 Robegano VE\https://www.antichisaporirobegano.it/\041 482960\wght@100..700 antichisaporirobegano@hotmail.it wght@62..125\VE\
El Bocon del Prete\Via B. Gamba, 29, 36061 Bassano del Grappa VI\https://elbocondelprete.com/\0424 219055\\VI\
L'angolo di Bianca - Gastronomia\Via Campagnola, 3, 31020 Venturali TV\https://www.angolodibianca.it/\337 112 5731\\TV\
La Gustoteca Al Zoo\Via Monti Lessini, 165, 37132 Verona VR\\333 822 5760\\VR\
Gastronomia Le Tradizioni srl Di Marchiorello Giuseppe\Via Valsugana, 86, 36022 Cassola VI\\0424 566981\\VI\
DiNuovo La Bottega La Bottega Borgo Pieve\Via Sicilia, 36, 31033 Castelfranco Veneto TV\\0423 307123\\TV\
Remo  Gastronomia & Cucina\V. Monticano, 12A, 31015 Conegliano TV\\389 044 4033\\TV\
Gastronomia Gust\Via Giodo Bortolazzi, 44, 30027 San Don di Piave VE\https://www.facebook.com/p/Gastronomia-Gust%C3%B2-di-Furian-Loredana-100065050802176/\0421 40700\\VE\
Gastronomia Lo Sfizio - Ricerca e Sapori\Via Roma, 50, 35027 Noventa Padovana PD\\049 893 6836\\PD\
Da Bastian Gastronomia\Via Gobbe, 10A, 36063 Marostica VI\http://www.dabastian.it/\0424 73623\info@dabastian.it\VI\
Gastronomia Danesin\Corso del Popolo, 2224, 31100 Treviso TV\https://www.danesin.it/\0422 540625\danesin.tv@gmail.com\TV\
Gastronomia Mediterranea\Via Martiri della Liberta', 76, 35014 Fontaniva PD\http://www.grmediterranea.it/\049 594 0577\info@grmediterranea.it\PD\
Bottega Pellizzari  Gastronomia e ortofrutta\Via Celotto, 14, 36040 Grisignano di Zocco VI\https://www.bottegapellizzari.it/\0444 414123\info@bottegapellizzari.it\VI\
La Bottega Culinaria\Corso Venezia, 18, 37047 San Bonifacio VR\\045 610 2378\\VR\
La Bottega di Basso Marco & C. S.n.C.\Via B. Giuliari, 78, 37134 Verona VR\\338 220 8611\\VR\
Da Roberto La Buona Gastronomia di Vecchiato Roberto\Via Roma, 25, 31032 Casale sul Sile TV\\0422 822433\\TV\
Gastronomia La Mescola\Via Roma, 14, 37047 San Bonifacio VR\\045 761 0090\\VR\
Gastronomia Ts Di Tessari Severina\Viale dell'Industria, 26, 37030 Badia Calavena VR\https://www.gastronomiats.com/\045 651 3132\\VR\
Gastronomia La Meridiana\Via Dante Alighieri, 172, 35017 Piombino Dese PD\https://www.gastronomialameridiana.it/#Dove\049 936 7613\\PD\
Rosticceria Flavia\Via G. Zanella, 18, 36042 Breganze VI\http://www.rosticceriaflavia.com/\0445 873987\\VI\
Fame Gastro Lab\Via Dante Alighieri, 1012, 36060 Romano d'Ezzelino VI\http://www.famegastrolab.it/\375 835 1551\famegastrolab@gmail.com assistenza@webador.it\VI\
Gastronomia Piazza\Via Indipendenza, 10, 35013 Cittadella PD\http://www.gastronomiapiazza.com/\049 597 0342\gastronomiapiazza@gmail.com\PD\
Gastronomia Pertile\Via Dott. F. Garofoli, 119, 37057 San Giovanni Lupatoto VR\\045 875 3124\\VR\
Lallo & Lolli - Gastronomia, Salumi e Formaggi\Via Guglielmo Marconi, 2, 36078 Valdagno VI\\0445 402239\\VI\
Macelleria Gastronomia Valdonega di Iurasco Timur\Via Marsala, 58B, 37128 Verona VR\\045 245 6465\\VR\
Gastronomia Rosticceria CuciNando\Via Fausta, 286288, 30013 Cavallino-Treporti VE\https://www.facebook.com/Gastronomia.Cucinando.5/\041 968443\\VE\
Gastronomia Da Agostino\Viale Martiri della Liberazione, 70, 35010 Carmignano di Brenta PD\https://www.gastronomiadaagostino.it/\049 595 7241\info@gastronomiadaagostino.it\PD\
Gastronomia Ai Milanesi\Via del Costo, 105, 36016 Thiene VI\https://www.facebook.com/171818776281524/\0445 361639\\VI\
L'Ortolana e L'Ortocotto\Via S. Martino, 3, 36100 Vicenza VI\\349 366 1542\\VI\
Kebn Gastronomia Urbana\Via Ca' Nave, 20, 35013 Cittadella PD\\351 814 5049\\PD\
Gastronomia Giuliana Snc\Via Irene Fioravanzo, 8, 36042 Breganze VI\\0445 873326\\VI\
POLLODORO\Via Beato Luca Belludi, 34, 35123 Padova PD\http://pollodoro.it/\049 663718\siios@siios.it\PD\
Gastronomica Edison\Via Rinaldo Arnaldi, 2D, 36075 Montecchio Maggiore VI\http://www.lochefedison.it/\351 738 1484\\VI\
