Cantina Montelliana e dei Colli Asolani\Via Caonada, 1, 31044 Montebelluna TV\http://www.montelliana.com/\0423 22661\info@montelliana.it\TV\
Azienda agricola Loredan Gasparini\Via Martignago, 23, 31040 Volpago del Montello TV\http://www.loredangasparini.it/\0423 870024\Raggruppa-1879@2x-pdfzb0j2ijiyxcrxdaxmh5qpirbwr774xv0jd3fc10.png info@loredangasparini.it developer@fishouse.it\TV\
Agriturismo Borgo d'Asolo\Via Asolana, 54, 31030 Altivole TV\http://www.borgodasolo.com/\333 485 3418\\TV\
47 Anno Domini\Via Treviso Mare, 2, 31056 Roncade TV\http://www.47annodomini.it/\0422 849976\info@47annodomini.it\TV\
La Cantina Pizzolato - Organic Wine Experience\ingresso da, VIA IV NOVEMBRE, Via Cal di Treviso, 12, 31020 Villorba TV\http://www.lacantinapizzolato.com/\0422 928166\welcome@casaleterzo.com experience@lacantinapizzolato.com welcome@lacantinapizzolato.com\TV\
Azienda Agricola Campion\Via Campion, 2, 31049 Valdobbiadene TV\https://www.campionspumanti.it/?utm_source=google&utm_medium=organic&utm_campaign=gm_website\0423 980432\info@campionspumanti.it\TV\
Azienda Agricola La Casa Vecchia\Via Callonga, 8-12, 31049 Valdobbiadene TV\http://www.lacasavecchia.it/\0423 900160\info@lacasavecchia.it prenotazioni@lacasavecchia.it antonello.pasella@gmail.com\TV\
Tonello Lino Farm\Via Padova, 2, 31031 Caerano di San Marco TV\http://prosecco-tonello.com/\349 411 2915\info@prosecco-tonello.com\TV\
La Nuova Ostaria\Via Piave, 44, 31030 Caselle TV\http://www.lanuovaostaria.com/\0423 915611\lanuovaostaria@hotmail.it\TV\
CRAI - Market Malosso\Via Asolana, 22, 31030 San Vito TV\https://www.crai-supermercati.it/punto-vendita/203-crai-altivole/\0423 564126\crairisponde@crai.org market_malosso@ama-crai.it\TV\
Cantina Le Favole - Vino Prosecco\Via Ronche, 92, 33077 Sacile PN\http://www.lefavole-wines.com/\0434 735604\e-commerce@lefavole.com\PN\
Cantina Le Pignole di Boracchi Serena\Via Meucci, 87, 36040 Brendola VI\http://www.lepignole.it/\0444 212891\\VI\
Tenute Balzan di Balzan Marco\\https://www.tenutebalzan.it/\340 579 8570\info@tenutebalzan.it\\
Ager Patris\\https://agerpatris.com/\0423 191 6503\sales@agerpatris.com img_uva@2x-scaled.jpg\\
Gatto in Vigna\Via Cucco, 1, 31058 Susegana TV\https://campionspumanti.it/\0423 980432\info@campionspumanti.it\TV\
OSTE SIMONE\\https://www.ostesimone.it/\379 123 0876\info@ostesimone.it\\
PULEO S.P.A. - FILIALE NORD-EST\Via Mure, 13, 31030 Altivole TV\http://www.puleoitalia.com/\0423 191 6955\info@puleoitalia.com\TV\
Cantina Coffele\Via Roma, 5, 37038 Soave VR\http://www.coffele.it/\045 768 0007\info@tenutacoffele.it info@coffele.it info@pec.coffele.it accoglienza@coffele.it\VR\
Pavimenti in Resina Treviso - Resina Italia Srl\Via della Botte, 18C, 31030 Altivole TV\https://www.resinaitalia.net/\0423 185 5028\staff@resinaitalia.com\TV\
Le Nobilune\Via Ongaresca, 11, 31043 Fontanelle TV\http://lenobilune.it/\348 530 6035\\TV\
Castello della regina Cornaro\Via Sottocastello, 31011 Asolo TV\https://www.asolo.it/il-castello-della-regina-cornaro-2/\\\TV\
Azienda Agricola Le Bertarole\Via Bertarole, 8A, 37022 Fumane VR\http://www.lebertarole.it/\349 384 2198\\VR\
Cantine Paololeo\Via Tuturano, 21, 72025 San Donaci BR\https://www.paololeo.it/\0831 635073\info@paololeo.it customerservice@pec.paololeo.it\BR\
CASALE TERZO\Via Casale Collalto, 3, 53034 Colle di Val d'Elsa SI\https://casaleterzo.com/\379 122 9582\welcome@casaleterzo.com podereilcasalesa@pec.it\SI\
Cantine Dei Colli Berici\Viale Vicenza, 29, 36045 Lonigo VI\http://www.collisgroup.it/\045 610 8250\info@collisgroup.it\VI\
Cantina Giovanni Ederle\Via Santa Giuliana, 2, 37128 Verona VR\https://www.giovanniederle.it/\\info@giovanniederle.it\VR\
azienda agricola Rossetto Luca\Via degli Alpini, 56, 31030 Arcade TV\\0422 774476\\TV\
