San Nicola Prosciuttificio del Sole S.p.A.\Str. della Val Parma, 89, 43021 Corniglio PR\https://www.san-nicola.com/\0521 881400\\PR\
Prosciuttificio San Domenico Spa\Strada Provinciale Massese, 294, 43028 Lagrimone, Tizzano Val Parma PR\http://www.sandomenicospa.it/\0521 866726\\PR\
Prosciuttificio S. Giacomo s.r.l.\Via S. Vitale, 37, 43038 L. P. San Vitale PR\https://www.prosciuttificiosangiacomo.it/\0521 830179\\PR\
Salumificio La Perla snc\Str. Quinzano Sotto, 3, 43013 Langhirano PR\https://www.salumificiolaperla.it/\0521 853572\visite@salumificiolaperla.it info@salumificiolaperla.it perla@sergioanderson.com gruppi@salumificiolaperla.it\PR\
S. Ilario Prosciutti\Via Ponticella, 18, 43037 Lesignano De' bagni PR\\0521 857144\\PR\
Prosciuttificio Boschi Elidio S.n.c.\Str. Corniglio, 29, 43013 Langhirano PR\http://www.boschielidio.it/\0521 861165\infoprosciutti@boschielidio.it\PR\
Quinta Stagione Spa\Str. per Parma, 30, 43013 Pilastro PR\http://www.quintastagionespa.it/\0521 632035\info@quintastagionespa.it\PR\
Prosciuttificio M.P. Srl\Str. Mulino Fabiola, 42, 43013 Langhirano PR\https://prosciuttificiomp.weebly.com/\0521 861119\andrea@mpprosciutti.com\PR\
Salumificio Ziveri Claudio\Via Solari, 64, 43022 Tortiano PR\https://www.salumificiozivericlaudio.com/\0521 686473\zivericlaudio@salumificiozivericlaudio.com\PR\
Salumificio La Torre SpA\Str. della Torre, 11, 43013 Langhirano PR\http://www.salumificiolatorre.it/\0521 852341\info@salumificiolatorre.it\PR\
Prosciuttificio Tre Stelle\Via Aldo Moro, 2, 43035 Felino PR\\0521 835320\\PR\
Consorzio del Prosciutto di Parma\Largo Piero Calamandrei, 1/a, 43121 Parma PR\http://www.prosciuttodiparma.com/\0521 246211\\PR\
Salumificio Monica & Grossi S.p.A.\Via Roma, 40, 43013 Langhirano PR\http://www.monicaegrossi.it/\0521 861313\\PR\
Prosciuttificio La Badia (S.P.A.)\Via Cavo, 14, Loc. San Michele Cavana, 43037 Mulazzano Ponte PR\\0521 853830\\PR\
Salumificio Simonini E Marvani (S.N.C.)\Via Don Luigi Sturzo, 6, 43100 Langhirano PR\http://www.simoniniemarvani.it/\0521 857474\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Boschi Mario & Figlio Snc\Via della Parma, 44, 43037 Mulazzano Ponte PR\\0521 861107\\PR\
Salumificio S. Pietro S.p.A.\Via Cavo, 6, 43037 Lesignano De' bagni PR\http://www.sanpietro.com/\0521 853049\sanpietro@casalespa.com\PR\
Terre Ducali - Prosciuttificio S. Michele S.r.l.\Via Cavo, 16, 43037 Mulazzano Ponte PR\http://www.terreducali.it/\0521 857640\\PR\
Prosciuttificio As.Co S.R.L.\Viale Italia, 12, 43030 Calestano PR\\0525 52192\\PR\
Salumificio Valtermina\Via per Neviano, 1, 43029 Traversetolo PR\https://www.valtermina.com/\0521 842662\info@valtermina.com\PR\Sponsorizzato
Ugo Annoni S.p.A. Prosciuttificio\Via Vittorio Emanuele II, 40/42, 43038 Sala Baganza PR\http://annonigroup.com/\0521 834010\info@gruppoannoni.com brindani.tito@gruppoannoni.com\PR\
Salumificio Orlandini & C. Srl\Via Fabio Bocchialini, 14, 43013 Langhirano PR\http://www.salumificio-orlandini.com/\0521 857168\info@salumificio-orlandini.com\PR\
Prosciutti Doc & G S.R.L.\Via Enrico Berlinguer, 3, 43013 Langhirano PR\https://www.martelli.com/it/\0521 858241\martellisalumi@martelli.com info@martelli.com\PR\
Salumificio Tarasconi Di Tarasconi Luigi E C. Snc\Strada della Val Parma, 240, 43021 Corniglio PR\https://salumificiotarasconi.it/\0521 887136\info@salumificiotarasconi.it\PR\
SALUMIFICIO Trascinelli Pietro srl\Via Traversetolo, 13 bis, 43030 Basilicanova PR\http://www.salumificiotrascinelli.com/\0521 681339\info@salumificiotrascinelli.com\PR\
Prosciutti Langhirano Di Ferrari & Pelagatti S.R.L.\Via Don Luigi Sturzo, 4, 43013 Langhirano PR\https://www.prosciuttilanghirano.it/\0521 857243\\PR\
Giuberti Amerio Srl\Str. dei Notari, 8/A, 43044 Collecchio PR\http://www.giuberti.it/\0521 806577\giubertiamerio@pec-mail.it info@giuberti.it\PR\
Salumificio Santo Stefano\Via Argini Nord, 36, 43037 Lesignano De' bagni PR\https://www.salumificiosantostefano.com/\0521 850638\info@salumificiosantostefano.it\PR\
Salumificio Massimo Snc\Strada Pedemontana Est, 16, 43010 Pilastro PR\\0521 639062\\PR\
Prosciuttificio Borgo Antico\Via S. Vitale, 31, 43038 San Vitale PR\http://www.alcaruno.it/\0521 830108\info@alcaruno.it\PR\
Greci & Folzani (S.P.A.)\Via Calestano, 56/A, 43035 Felino PR\http://greciefolzani.com/\0521 835319\\PR\
Stefanoinox Srl - Attrezzature per Salumifici - Prosciuttifici e Macelli\Via Leonardo da Vinci, 5, Loc. Ponte Taro, Via Leonardo da Vinci, 5, 43010 Fontevivo PR\http://stefanoinox.it/\0521 618811\stefanoinox@gmail.com gretaleurieri@gmail.com\PR\
Piazza Peppino Prosciutti\Via Roma, 73, 43013 Langhirano PR\http://www.piazzaprosciutti.it/\0521 861329\info@piazzaprosciutti.it\PR\
Prosciuttificio San Francesco S.P.A.\Via Grossardi, 2, 43014 Medesano PR\http://www.sanfrancescospa.it/\0525 422128\info@sanfrancescospa.it\PR\
Salumificio Monpiu' Srl\Via Tomasicchio, 11, 43013 Langhirano PR\\0521 357072\\PR\
Prosciuttificio Cerreto Srl\Via Cerreto, 12a, 43035 Felino PR\\0521 836380\\PR\
Gualerzi\Strada Provinciale per Torrechiara, 25, 43010 Pilastro Langhirano PR\http://www.arcagualerzi.it/\0521 639125\\PR\
Salumificio Bardini F.lli & C. Snc\Str. della Badia, 38, 43013 Torrechiara PR\http://www.bardinifratelli.it/\0521 355153\info@bardinifratelli.it\PR\
Katia Prosciutti\Via S. Vitale, 23, 43038 Sala Baganza PR\\0521 330112\\PR\
Dolcevalle Prosciutti  Famiglia Limonta\Via Cascinapiano, 47, 43013 Langhirano PR\http://www.dolcevalleprosciutti.com/\0521 852293\\PR\
Devodier Prosciutti Srl\Via Ponticella, 4, 43037 Lesignano De' bagni PR\http://www.devodier.com/\0521 861070\\PR\
