Caseificio Cansaldi Societ Agricola Cooperativa\43032 Diamanti PR\\0525 72366\\PR\
PARMA NOBLE FOOD\\http://www.parmanoblefood.com/\0525 71615\info@parmanoblefood.com\\
Brugnoli Fratelli Soc. Agricola\Localit Vischeto, 131, 43032 Bardi PR\http://www.aziendabrugnoli.it/\0525 71499\info@aziendabrugnoli.it\PR\
Caseificio Porcari e Tambini snc\Loc. Borio, 1, 43041 Bedonia PR\http://www.porcaritambini.com/\0525 826154\info@porcaritambini.com\PR\
Caseificio Sociale Alta Val Stirone Soc. Agricola Coop.\Via G. Matteotti, 9, 43047 Pellegrino Parmense PR\\0524 64707\\PR\
Caseificio La Madonnina\Scipione Ponte, 19, 43039 Scipione Ponte PR\http://www.caseificiolamadonnina.it/\0524 570905\ordini@caseificiolamadonnina.it\PR\
Caseificio Sociale Della Pieve (S.R.L.)\2 Localita' Blica, Costa, PR 43028\\0521 868017\\43028\
Caseificio Butteri\Via Scipione Passeri, 193, 43039 Salsomaggiore Terme PR\https://www.caseificiobutteri.it/\0524 570722\info@caseificiobutteri.it\PR\
Bandini Fausto S.N.C.\Via Bombodolo, 8, 43015 Noceto PR\\0521 629144\\PR\
Caseificio Il Battistero - Produzione e vendita di Parmigiano Reggiano di Montagna\Localit Serravalle, 94, 43040 Varano de' Melegari PR\http://www.caseificioilbattistero.it/\0525 552003\\PR\
Caseificio Sociale Di Bardi (Soc.Coop.R.L.)\43032 Bardi PR\\0525 72278\\PR\
Laboratorio del Formaggio\Via M. Iasoni, 3, 43042 Berceto PR\http://www.laboratoriodelformaggio.com/\0525 60018\info@laboratoriodelformaggio.com\PR\
Caseificio Sociale Borgotaro\Localit Pontescodellino, 43051 Albareto PR\http://caseificioborgotaro.it/\0525 96284\info@caseificioborgotaro.it\PR\
Latteria Sociale Cooperativa Cassio\Localit Selva Borelle, 3, 43040 Solignano PR\\0525 526120\\PR\
Caseificio Sociale S.Giovanni Battista\2 Localita' Antreola, Antreola, PR 43024\\0521 846209\\43024\
Caseificio Chiletti\Strada Albareto, 792, 41122 Albareto MO\https://www.chiletti.net/\059 842315\\MO\
