Caseificio Sociale Castellazzo\V. Don Primo Mazzolari, 12, 42012 Campagnola Emilia RE\http://www.parmigianoreggianocastellazzo.it/\0522 652862\\RE\Sponsorizzato
4 Madonne Caseificio dell'Emilia Soc. Coop. Agricola\Via Nazionale, 37, 41030 Sorbara MO\https://www.caseificio4madonne.it/\059 902295\\MO\
Caseificio Serafini Giovanni e Duilio S.S.\n, Via Pioppi, 26, 41015 Nonantola MO\\339 860 4074\\MO\
4 Madonne Caseificio dell'Emilia\Str. Lesignana, 130, 41123 Lesignana MO\http://www.caseificio4madonne.it/\059 849468\\MO\
Fruteria di Mandrioli Roberto\Piazza Repubblica, 2, 41030 Bastiglia MO\\059 904245\\MO\
4 Madonne Caseificio dell'Emilia Soc Coop A R L\Via Panaria Bassa, 73, 41030 Solara MO\https://www.caseificio4madonne.it/\059 901608\\MO\
La Contadina\Via Emilia Ovest, 234, 41121 Modena MO\http://www.contadina.it/\059 827311\info@lacontadina.it 20info@lacontadina.it\MO\
Caseificio Nuova Martignana\Via Martiniana, 281A, 41126 Baggiovara MO\http://www.caseificionuovamartignana.it/\059 510217\webmaster@caseificionuovamartignana.it\MO\
Ravaglia Formaggi S.A.S. Di Ravaglia R. E Ravaglia M.\Str. Vignolese, 1126, 41126 Modena MO\\059 465055\\MO\
Caseificio Sociale 4 Madonne Societa' Cooperativa Agricola\Via Camurana, 7, 41036 Medolla MO\https://www.caseificio4madonne.it/\0535 52482\\MO\
Caseificio L'Oro di Bufala di Smaldone Luciano\Via dei Carrettieri, 15, 41013 Castelfranco Emilia MO\\389 654 3788\\MO\
Caseificio Sapori Campani - La Contadina S.r.l\Via Nicol Copernico, 5355, 41015 Nonantola MO\\059 545333\\MO\
Salzano Rita\Via Zenzalose, 7, 41051 Montale MO\\059 531356\\MO\
Caseificio LOro di Bufala\Via dei Carrettieri, 15, 41013 Castelfranco Emilia MO\https://caseificiolorodibufala.com/\059 872 7167\webmaster@localweb.it\MO\
Caseificio Chiletti\Strada Albareto, 792, 41122 Albareto MO\https://www.chiletti.net/\059 842315\caseificio@chiletti.net\MO\
Saviola (S.P.A.)\Via dei Fabbri, 20, 41037 Mirandola MO\\0535 35334\\MO\
Caseificio Bio Reggiani\Via Francesco Baracca, 6a, 41013 Castelfranco Emilia MO\https://www.bioreggiani.com/\388 823 1628\shop@bioreggiani.com\MO\
Antica Formaggeria\Strada Provinciale 413 Romana Sud, 76, 41012 Carpi MO\\059 625 7711\\MO\
Caseificio Razionale Novese S.C.A.\Via Provinciale Mantova, 73, 41016 Novi di Modena MO\http://www.caseificiorazionalenovese.it/\059 670094\shop@caseificiorazionalenovese.it info@caseificiorazionalenovese.it\MO\
Caseificio Rosola\Via Rosola, 1083, 41059 Verucchia MO\https://caseificiorosola.it/\059 987115\info@caseificiorosola.it. info@caseificiorosola.it\MO\
Pratichiera Azienda Agricola e Caseificio\Via Provinciale per Busseto, 56A, 43010 Fontevivo PR\http://www.pratichiera.com/\0521 618116\commerciale@pratichiera.com info@pratichiera.com\PR\Sponsorizzato
Caseifici Granterre Spa\Via Polonia, 30-33, 41122 Modena MO\http://www.parmareggio.it/\059 414711\clienti.caseificispa@granterre.it export.caseificispa@granterre.it\MO\
Caseificio Sociale Santa Maria Societa Agricola Cooperativa\Via Palazza, Polinago, MO 41040\\0536 47387\\41040\
Caseificio Azzoni\Str. Ex Provinciale Romana, 181, 46027 Moglia MN\http://www.caseificioazzoni.it/\349 702 9803\\MN\
Coop Casearia Castelnovese\Via Cavidole, 6, 41051 Castelnuovo Rangone MO\http://www.coopcastelnovese.it/\059 535364\\MO\
Societa' Agricola Caseificio Poggio Castro Srl\Via Giardini, 32, 41026 Pavullo Nel Frignano MO\http://www.poggiocastro.com/\0536 23963\\MO\
